,date,date_end,site,site_name,variable,value,unit_name
1215,19/07/2015,20/07/2015,blc2,Blackpool Marton,v25,0.225,ugm-3 (TEOM FDMS)
1216,20/07/2015,21/07/2015,blc2,Blackpool Marton,v25,0.804167,ugm-3 (TEOM FDMS)
1217,21/07/2015,22/07/2015,blc2,Blackpool Marton,v25,-0.0875,ugm-3 (TEOM FDMS)
1218,22/07/2015,23/07/2015,blc2,Blackpool Marton,v25,0.3875,ugm-3 (TEOM FDMS)
1219,23/07/2015,24/07/2015,blc2,Blackpool Marton,v25,0.329167,ugm-3 (TEOM FDMS)
1220,24/07/2015,25/07/2015,blc2,Blackpool Marton,v25,0.966667,ugm-3 (TEOM FDMS)
1221,25/07/2015,26/07/2015,blc2,Blackpool Marton,v25,0.016667,ugm-3 (TEOM FDMS)
1222,26/07/2015,27/07/2015,blc2,Blackpool Marton,v25,1.945833,ugm-3 (TEOM FDMS)
1223,27/07/2015,28/07/2015,blc2,Blackpool Marton,v25,0.1125,ugm-3 (TEOM FDMS)
1224,28/07/2015,29/07/2015,blc2,Blackpool Marton,v25,-0.508333,ugm-3 (TEOM FDMS)
1225,29/07/2015,30/07/2015,blc2,Blackpool Marton,v25,-0.604167,ugm-3 (TEOM FDMS)
1226,30/07/2015,31/07/2015,blc2,Blackpool Marton,v25,-0.4,ugm-3 (TEOM FDMS)
1227,31/07/2015,01/08/2015,blc2,Blackpool Marton,v25,0.754167,ugm-3 (TEOM FDMS)
1228,01/08/2015,02/08/2015,blc2,Blackpool Marton,v25,-0.083333,ugm-3 (TEOM FDMS)
1229,02/08/2015,03/08/2015,blc2,Blackpool Marton,v25,1.0375,ugm-3 (TEOM FDMS)
1230,03/08/2015,04/08/2015,blc2,Blackpool Marton,v25,0.641667,ugm-3 (TEOM FDMS)
1231,04/08/2015,05/08/2015,blc2,Blackpool Marton,v25,-0.025,ugm-3 (TEOM FDMS)
1232,05/08/2015,06/08/2015,blc2,Blackpool Marton,v25,0.545833,ugm-3 (TEOM FDMS)
1233,06/08/2015,07/08/2015,blc2,Blackpool Marton,v25,0.125,ugm-3 (TEOM FDMS)
1234,07/08/2015,08/08/2015,blc2,Blackpool Marton,v25,0.566667,ugm-3 (TEOM FDMS)
1235,08/08/2015,09/08/2015,blc2,Blackpool Marton,v25,1.033333,ugm-3 (TEOM FDMS)
1236,09/08/2015,10/08/2015,blc2,Blackpool Marton,v25,0.521739,ugm-3 (TEOM FDMS)
1237,10/08/2015,11/08/2015,blc2,Blackpool Marton,v25,0.133333,ugm-3 (TEOM FDMS)
1238,11/08/2015,12/08/2015,blc2,Blackpool Marton,v25,-0.4125,ugm-3 (TEOM FDMS)
1239,12/08/2015,13/08/2015,blc2,Blackpool Marton,v25,0.779167,ugm-3 (TEOM FDMS)
1240,13/08/2015,14/08/2015,blc2,Blackpool Marton,v25,1.870833,ugm-3 (TEOM FDMS)
1241,14/08/2015,15/08/2015,blc2,Blackpool Marton,v25,1.283333,ugm-3 (TEOM FDMS)
1242,15/08/2015,16/08/2015,blc2,Blackpool Marton,v25,-0.458333,ugm-3 (TEOM FDMS)
1243,16/08/2015,17/08/2015,blc2,Blackpool Marton,v25,0.083333,ugm-3 (TEOM FDMS)
1244,17/08/2015,18/08/2015,blc2,Blackpool Marton,v25,0.7625,ugm-3 (TEOM FDMS)
1245,18/08/2015,19/08/2015,blc2,Blackpool Marton,v25,0.441667,ugm-3 (TEOM FDMS)
1246,19/08/2015,20/08/2015,blc2,Blackpool Marton,v25,0.35,ugm-3 (TEOM FDMS)
1247,20/08/2015,21/08/2015,blc2,Blackpool Marton,v25,0.4,ugm-3 (TEOM FDMS)
1248,21/08/2015,22/08/2015,blc2,Blackpool Marton,v25,0.408333,ugm-3 (TEOM FDMS)
1249,22/08/2015,23/08/2015,blc2,Blackpool Marton,v25,1.658333,ugm-3 (TEOM FDMS)
1250,23/08/2015,24/08/2015,blc2,Blackpool Marton,v25,2.2875,ugm-3 (TEOM FDMS)
1251,24/08/2015,25/08/2015,blc2,Blackpool Marton,v25,0.320833,ugm-3 (TEOM FDMS)
1252,25/08/2015,26/08/2015,blc2,Blackpool Marton,v25,0.545833,ugm-3 (TEOM FDMS)
1253,26/08/2015,27/08/2015,blc2,Blackpool Marton,v25,0.429167,ugm-3 (TEOM FDMS)
1254,27/08/2015,28/08/2015,blc2,Blackpool Marton,v25,-0.725,ugm-3 (TEOM FDMS)
1255,28/08/2015,29/08/2015,blc2,Blackpool Marton,v25,-0.183333,ugm-3 (TEOM FDMS)
1256,29/08/2015,30/08/2015,blc2,Blackpool Marton,v25,0.15,ugm-3 (TEOM FDMS)
1257,30/08/2015,31/08/2015,blc2,Blackpool Marton,v25,0.633333,ugm-3 (TEOM FDMS)
1258,31/08/2015,01/09/2015,blc2,Blackpool Marton,v25,0.654167,ugm-3 (TEOM FDMS)
1259,01/09/2015,02/09/2015,blc2,Blackpool Marton,v25,0.570833,ugm-3 (TEOM FDMS)
1260,02/09/2015,03/09/2015,blc2,Blackpool Marton,v25,0.291667,ugm-3 (TEOM FDMS)
1261,03/09/2015,04/09/2015,blc2,Blackpool Marton,v25,0.191667,ugm-3 (TEOM FDMS)
1262,04/09/2015,05/09/2015,blc2,Blackpool Marton,v25,0.445833,ugm-3 (TEOM FDMS)
1263,05/09/2015,06/09/2015,blc2,Blackpool Marton,v25,-0.308333,ugm-3 (TEOM FDMS)
1264,06/09/2015,07/09/2015,blc2,Blackpool Marton,v25,0.095833,ugm-3 (TEOM FDMS)
1265,07/09/2015,08/09/2015,blc2,Blackpool Marton,v25,0.120833,ugm-3 (TEOM FDMS)
1266,08/09/2015,09/09/2015,blc2,Blackpool Marton,v25,3.575,ugm-3 (TEOM FDMS)
1267,09/09/2015,10/09/2015,blc2,Blackpool Marton,v25,2.391667,ugm-3 (TEOM FDMS)
1268,10/09/2015,11/09/2015,blc2,Blackpool Marton,v25,2.545833,ugm-3 (TEOM FDMS)
1269,11/09/2015,12/09/2015,blc2,Blackpool Marton,v25,2.795833,ugm-3 (TEOM FDMS)
1270,12/09/2015,13/09/2015,blc2,Blackpool Marton,v25,2.458333,ugm-3 (TEOM FDMS)
1271,13/09/2015,14/09/2015,blc2,Blackpool Marton,v25,0.966667,ugm-3 (TEOM FDMS)
1272,14/09/2015,15/09/2015,blc2,Blackpool Marton,v25,2.066667,ugm-3 (TEOM FDMS)
1273,15/09/2015,16/09/2015,blc2,Blackpool Marton,v25,0.179167,ugm-3 (TEOM FDMS)
1274,16/09/2015,17/09/2015,blc2,Blackpool Marton,v25,0.545833,ugm-3 (TEOM FDMS)
1275,17/09/2015,18/09/2015,blc2,Blackpool Marton,v25,0.416667,ugm-3 (TEOM FDMS)
1276,18/09/2015,19/09/2015,blc2,Blackpool Marton,v25,0.408333,ugm-3 (TEOM FDMS)
1277,19/09/2015,20/09/2015,blc2,Blackpool Marton,v25,1.4875,ugm-3 (TEOM FDMS)
1278,20/09/2015,21/09/2015,blc2,Blackpool Marton,v25,2.741667,ugm-3 (TEOM FDMS)
1279,21/09/2015,22/09/2015,blc2,Blackpool Marton,v25,1.966667,ugm-3 (TEOM FDMS)
1280,22/09/2015,23/09/2015,blc2,Blackpool Marton,v25,0.495833,ugm-3 (TEOM FDMS)
1281,23/09/2015,24/09/2015,blc2,Blackpool Marton,v25,0.345833,ugm-3 (TEOM FDMS)
1282,24/09/2015,25/09/2015,blc2,Blackpool Marton,v25,-0.266667,ugm-3 (TEOM FDMS)
1283,25/09/2015,26/09/2015,blc2,Blackpool Marton,v25,-0.775,ugm-3 (TEOM FDMS)
1284,26/09/2015,27/09/2015,blc2,Blackpool Marton,v25,0.808333,ugm-3 (TEOM FDMS)
1285,27/09/2015,28/09/2015,blc2,Blackpool Marton,v25,1.733333,ugm-3 (TEOM FDMS)
1286,28/09/2015,29/09/2015,blc2,Blackpool Marton,v25,2.45,ugm-3 (TEOM FDMS)
1287,29/09/2015,30/09/2015,blc2,Blackpool Marton,v25,2.55,ugm-3 (TEOM FDMS)
1288,30/09/2015,01/10/2015,blc2,Blackpool Marton,v25,3.679167,ugm-3 (TEOM FDMS)
1289,01/07/2015,02/07/2015,bple,Barnstaple A39,v10,4.570833,ugm-3 (TEOM FDMS)
1290,02/07/2015,03/07/2015,bple,Barnstaple A39,v10,4.3875,ugm-3 (TEOM FDMS)
1291,03/07/2015,04/07/2015,bple,Barnstaple A39,v10,3.958333,ugm-3 (TEOM FDMS)
1292,04/07/2015,05/07/2015,bple,Barnstaple A39,v10,3.7125,ugm-3 (TEOM FDMS)
1293,05/07/2015,06/07/2015,bple,Barnstaple A39,v10,3.579167,ugm-3 (TEOM FDMS)
1294,06/07/2015,07/07/2015,bple,Barnstaple A39,v10,5.05,ugm-3 (TEOM FDMS)
1295,07/07/2015,08/07/2015,bple,Barnstaple A39,v10,4.183333,ugm-3 (TEOM FDMS)
1296,08/07/2015,09/07/2015,bple,Barnstaple A39,v10,3.6125,ugm-3 (TEOM FDMS)
1297,09/07/2015,10/07/2015,bple,Barnstaple A39,v10,4.0125,ugm-3 (TEOM FDMS)
1298,10/07/2015,11/07/2015,bple,Barnstaple A39,v10,4.25,ugm-3 (TEOM FDMS)
1299,11/07/2015,12/07/2015,bple,Barnstaple A39,v10,3.666667,ugm-3 (TEOM FDMS)
1300,12/07/2015,13/07/2015,bple,Barnstaple A39,v10,4.583333,ugm-3 (TEOM FDMS)
1301,13/07/2015,14/07/2015,bple,Barnstaple A39,v10,4.25,ugm-3 (TEOM FDMS)
1302,14/07/2015,15/07/2015,bple,Barnstaple A39,v10,4.395833,ugm-3 (TEOM FDMS)
1303,15/07/2015,16/07/2015,bple,Barnstaple A39,v10,3.770833,ugm-3 (TEOM FDMS)
1304,16/07/2015,17/07/2015,bple,Barnstaple A39,v10,4.675,ugm-3 (TEOM FDMS)
1305,17/07/2015,18/07/2015,bple,Barnstaple A39,v10,3.954167,ugm-3 (TEOM FDMS)
1306,18/07/2015,19/07/2015,bple,Barnstaple A39,v10,4.708333,ugm-3 (TEOM FDMS)
1307,19/07/2015,20/07/2015,bple,Barnstaple A39,v10,4.591667,ugm-3 (TEOM FDMS)
1308,20/07/2015,21/07/2015,bple,Barnstaple A39,v10,3.683333,ugm-3 (TEOM FDMS)
1309,21/07/2015,22/07/2015,bple,Barnstaple A39,v10,3.725,ugm-3 (TEOM FDMS)
1310,22/07/2015,23/07/2015,bple,Barnstaple A39,v10,4.033333,ugm-3 (TEOM FDMS)
1311,23/07/2015,24/07/2015,bple,Barnstaple A39,v10,4.479167,ugm-3 (TEOM FDMS)
1312,24/07/2015,25/07/2015,bple,Barnstaple A39,v10,3.933333,ugm-3 (TEOM FDMS)
1313,25/07/2015,26/07/2015,bple,Barnstaple A39,v10,3.0875,ugm-3 (TEOM FDMS)
1314,26/07/2015,27/07/2015,bple,Barnstaple A39,v10,4.095833,ugm-3 (TEOM FDMS)
1315,27/07/2015,28/07/2015,bple,Barnstaple A39,v10,3.058333,ugm-3 (TEOM FDMS)
1316,28/07/2015,29/07/2015,bple,Barnstaple A39,v10,3.1625,ugm-3 (TEOM FDMS)
1317,29/07/2015,30/07/2015,bple,Barnstaple A39,v10,2.404167,ugm-3 (TEOM FDMS)
1318,30/07/2015,31/07/2015,bple,Barnstaple A39,v10,2.679167,ugm-3 (TEOM FDMS)
1319,31/07/2015,01/08/2015,bple,Barnstaple A39,v10,3.133333,ugm-3 (TEOM FDMS)
1320,01/08/2015,02/08/2015,bple,Barnstaple A39,v10,2.991667,ugm-3 (TEOM FDMS)
1321,02/08/2015,03/08/2015,bple,Barnstaple A39,v10,3.983333,ugm-3 (TEOM FDMS)
1322,03/08/2015,04/08/2015,bple,Barnstaple A39,v10,3.804167,ugm-3 (TEOM FDMS)
1323,04/08/2015,05/08/2015,bple,Barnstaple A39,v10,2.6875,ugm-3 (TEOM FDMS)
1324,05/08/2015,06/08/2015,bple,Barnstaple A39,v10,4.258333,ugm-3 (TEOM FDMS)
1325,06/08/2015,07/08/2015,bple,Barnstaple A39,v10,3.933333,ugm-3 (TEOM FDMS)
1326,07/08/2015,08/08/2015,bple,Barnstaple A39,v10,2.825,ugm-3 (TEOM FDMS)
1327,08/08/2015,09/08/2015,bple,Barnstaple A39,v10,2.825,ugm-3 (TEOM FDMS)
1328,09/08/2015,10/08/2015,bple,Barnstaple A39,v10,3.191667,ugm-3 (TEOM FDMS)
1329,10/08/2015,11/08/2015,bple,Barnstaple A39,v10,4.029167,ugm-3 (TEOM FDMS)
1330,11/08/2015,12/08/2015,bple,Barnstaple A39,v10,3.479167,ugm-3 (TEOM FDMS)
1331,12/08/2015,13/08/2015,bple,Barnstaple A39,v10,3.516667,ugm-3 (TEOM FDMS)
1332,13/08/2015,14/08/2015,bple,Barnstaple A39,v10,6.316667,ugm-3 (TEOM FDMS)
1333,14/08/2015,15/08/2015,bple,Barnstaple A39,v10,7.058333,ugm-3 (TEOM FDMS)
1334,15/08/2015,16/08/2015,bple,Barnstaple A39,v10,3.070833,ugm-3 (TEOM FDMS)
1335,16/08/2015,17/08/2015,bple,Barnstaple A39,v10,3.333333,ugm-3 (TEOM FDMS)
1336,17/08/2015,18/08/2015,bple,Barnstaple A39,v10,3.508333,ugm-3 (TEOM FDMS)
1337,18/08/2015,19/08/2015,bple,Barnstaple A39,v10,3.5625,ugm-3 (TEOM FDMS)
1338,19/08/2015,20/08/2015,bple,Barnstaple A39,v10,3.565217,ugm-3 (TEOM FDMS)
1339,20/08/2015,21/08/2015,bple,Barnstaple A39,v10,3.570833,ugm-3 (TEOM FDMS)
1340,21/08/2015,22/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1341,22/08/2015,23/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1342,23/08/2015,24/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1343,24/08/2015,25/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1344,25/08/2015,26/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1345,26/08/2015,27/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1346,27/08/2015,28/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1347,28/08/2015,29/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1348,29/08/2015,30/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1349,30/08/2015,31/08/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1350,31/08/2015,01/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1351,01/09/2015,02/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1352,02/09/2015,03/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1353,03/09/2015,04/09/2015,bple,Barnstaple A39,v10,2.266667,ugm-3 (TEOM FDMS)
1354,04/09/2015,05/09/2015,bple,Barnstaple A39,v10,1.991667,ugm-3 (TEOM FDMS)
1355,05/09/2015,06/09/2015,bple,Barnstaple A39,v10,1.5875,ugm-3 (TEOM FDMS)
1356,06/09/2015,07/09/2015,bple,Barnstaple A39,v10,2.091667,ugm-3 (TEOM FDMS)
1357,07/09/2015,08/09/2015,bple,Barnstaple A39,v10,2.429167,ugm-3 (TEOM FDMS)
1358,08/09/2015,09/09/2015,bple,Barnstaple A39,v10,3.8625,ugm-3 (TEOM FDMS)
1359,09/09/2015,10/09/2015,bple,Barnstaple A39,v10,3.991667,ugm-3 (TEOM FDMS)
1360,10/09/2015,11/09/2015,bple,Barnstaple A39,v10,3.8875,ugm-3 (TEOM FDMS)
1361,11/09/2015,12/09/2015,bple,Barnstaple A39,v10,3.591667,ugm-3 (TEOM FDMS)
1362,12/09/2015,13/09/2015,bple,Barnstaple A39,v10,2.025,ugm-3 (TEOM FDMS)
1363,13/09/2015,14/09/2015,bple,Barnstaple A39,v10,3.016667,ugm-3 (TEOM FDMS)
1364,14/09/2015,15/09/2015,bple,Barnstaple A39,v10,2.466667,ugm-3 (TEOM FDMS)
1365,15/09/2015,16/09/2015,bple,Barnstaple A39,v10,2.4625,ugm-3 (TEOM FDMS)
1366,16/09/2015,17/09/2015,bple,Barnstaple A39,v10,3.0125,ugm-3 (TEOM FDMS)
1367,17/09/2015,18/09/2015,bple,Barnstaple A39,v10,1.179167,ugm-3 (TEOM FDMS)
1368,18/09/2015,19/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1369,19/09/2015,20/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1370,20/09/2015,21/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1371,21/09/2015,22/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1372,22/09/2015,23/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1373,23/09/2015,24/09/2015,bple,Barnstaple A39,v10,NA,ugm-3 (TEOM FDMS)
1374,24/09/2015,25/09/2015,bple,Barnstaple A39,v10,1.141667,ugm-3 (TEOM FDMS)
1375,25/09/2015,26/09/2015,bple,Barnstaple A39,v10,2.0625,ugm-3 (TEOM FDMS)
1376,26/09/2015,27/09/2015,bple,Barnstaple A39,v10,2.279167,ugm-3 (TEOM FDMS)
1377,27/09/2015,28/09/2015,bple,Barnstaple A39,v10,2.4875,ugm-3 (TEOM FDMS)
1378,28/09/2015,29/09/2015,bple,Barnstaple A39,v10,2.9125,ugm-3 (TEOM FDMS)
1379,29/09/2015,30/09/2015,bple,Barnstaple A39,v10,3.558333,ugm-3 (TEOM FDMS)
1380,30/09/2015,01/10/2015,bple,Barnstaple A39,v10,5.229167,ugm-3 (TEOM FDMS)
1381,01/07/2015,02/07/2015,bple,Barnstaple A39,v25,2.966667,ugm-3 (TEOM FDMS)
1382,02/07/2015,03/07/2015,bple,Barnstaple A39,v25,1.875,ugm-3 (TEOM FDMS)
1383,03/07/2015,04/07/2015,bple,Barnstaple A39,v25,2.491667,ugm-3 (TEOM FDMS)
1384,04/07/2015,05/07/2015,bple,Barnstaple A39,v25,1.870833,ugm-3 (TEOM FDMS)
1385,05/07/2015,06/07/2015,bple,Barnstaple A39,v25,2.316667,ugm-3 (TEOM FDMS)
1386,06/07/2015,07/07/2015,bple,Barnstaple A39,v25,2.454167,ugm-3 (TEOM FDMS)
1387,07/07/2015,08/07/2015,bple,Barnstaple A39,v25,2.095833,ugm-3 (TEOM FDMS)
1388,08/07/2015,09/07/2015,bple,Barnstaple A39,v25,1.354167,ugm-3 (TEOM FDMS)
1389,09/07/2015,10/07/2015,bple,Barnstaple A39,v25,1.941667,ugm-3 (TEOM FDMS)
1390,10/07/2015,11/07/2015,bple,Barnstaple A39,v25,2.75,ugm-3 (TEOM FDMS)
1391,11/07/2015,12/07/2015,bple,Barnstaple A39,v25,2.029167,ugm-3 (TEOM FDMS)
1392,12/07/2015,13/07/2015,bple,Barnstaple A39,v25,2.295833,ugm-3 (TEOM FDMS)
1393,13/07/2015,14/07/2015,bple,Barnstaple A39,v25,2.4375,ugm-3 (TEOM FDMS)
1394,14/07/2015,15/07/2015,bple,Barnstaple A39,v25,1.804167,ugm-3 (TEOM FDMS)
1395,15/07/2015,16/07/2015,bple,Barnstaple A39,v25,1.895833,ugm-3 (TEOM FDMS)
1396,16/07/2015,17/07/2015,bple,Barnstaple A39,v25,3.245833,ugm-3 (TEOM FDMS)
1397,17/07/2015,18/07/2015,bple,Barnstaple A39,v25,1.333333,ugm-3 (TEOM FDMS)
1398,18/07/2015,19/07/2015,bple,Barnstaple A39,v25,2.354167,ugm-3 (TEOM FDMS)
1399,19/07/2015,20/07/2015,bple,Barnstaple A39,v25,2.791667,ugm-3 (TEOM FDMS)
1400,20/07/2015,21/07/2015,bple,Barnstaple A39,v25,2.129167,ugm-3 (TEOM FDMS)
1401,21/07/2015,22/07/2015,bple,Barnstaple A39,v25,1.583333,ugm-3 (TEOM FDMS)
1402,22/07/2015,23/07/2015,bple,Barnstaple A39,v25,2.083333,ugm-3 (TEOM FDMS)
1403,23/07/2015,24/07/2015,bple,Barnstaple A39,v25,2.270833,ugm-3 (TEOM FDMS)
1404,24/07/2015,25/07/2015,bple,Barnstaple A39,v25,2.016667,ugm-3 (TEOM FDMS)
1405,25/07/2015,26/07/2015,bple,Barnstaple A39,v25,1.870833,ugm-3 (TEOM FDMS)
1406,26/07/2015,27/07/2015,bple,Barnstaple A39,v25,3.413636,ugm-3 (TEOM FDMS)
1407,27/07/2015,28/07/2015,bple,Barnstaple A39,v25,1.2,ugm-3 (TEOM FDMS)
1408,28/07/2015,29/07/2015,bple,Barnstaple A39,v25,1.395833,ugm-3 (TEOM FDMS)
1409,29/07/2015,30/07/2015,bple,Barnstaple A39,v25,1.195833,ugm-3 (TEOM FDMS)
1410,30/07/2015,31/07/2015,bple,Barnstaple A39,v25,1.520833,ugm-3 (TEOM FDMS)
1411,31/07/2015,01/08/2015,bple,Barnstaple A39,v25,1.675,ugm-3 (TEOM FDMS)
1412,01/08/2015,02/08/2015,bple,Barnstaple A39,v25,1.8,ugm-3 (TEOM FDMS)
1413,02/08/2015,03/08/2015,bple,Barnstaple A39,v25,3.204167,ugm-3 (TEOM FDMS)
1414,03/08/2015,04/08/2015,bple,Barnstaple A39,v25,1.983333,ugm-3 (TEOM FDMS)
1415,04/08/2015,05/08/2015,bple,Barnstaple A39,v25,1.816667,ugm-3 (TEOM FDMS)
1416,05/08/2015,06/08/2015,bple,Barnstaple A39,v25,2.283333,ugm-3 (TEOM FDMS)
1417,06/08/2015,07/08/2015,bple,Barnstaple A39,v25,1.2125,ugm-3 (TEOM FDMS)
1418,07/08/2015,08/08/2015,bple,Barnstaple A39,v25,1.6375,ugm-3 (TEOM FDMS)
1419,08/08/2015,09/08/2015,bple,Barnstaple A39,v25,2.029167,ugm-3 (TEOM FDMS)
1420,09/08/2015,10/08/2015,bple,Barnstaple A39,v25,2.073913,ugm-3 (TEOM FDMS)
1421,10/08/2015,11/08/2015,bple,Barnstaple A39,v25,2.33913,ugm-3 (TEOM FDMS)
1422,11/08/2015,12/08/2015,bple,Barnstaple A39,v25,1.845833,ugm-3 (TEOM FDMS)
1423,12/08/2015,13/08/2015,bple,Barnstaple A39,v25,2.475,ugm-3 (TEOM FDMS)
1424,13/08/2015,14/08/2015,bple,Barnstaple A39,v25,4.916667,ugm-3 (TEOM FDMS)
1425,14/08/2015,15/08/2015,bple,Barnstaple A39,v25,4.366667,ugm-3 (TEOM FDMS)
1426,15/08/2015,16/08/2015,bple,Barnstaple A39,v25,1.541667,ugm-3 (TEOM FDMS)
1427,16/08/2015,17/08/2015,bple,Barnstaple A39,v25,1.845833,ugm-3 (TEOM FDMS)
1428,17/08/2015,18/08/2015,bple,Barnstaple A39,v25,2.083333,ugm-3 (TEOM FDMS)
1429,18/08/2015,19/08/2015,bple,Barnstaple A39,v25,2.3375,ugm-3 (TEOM FDMS)
1430,19/08/2015,20/08/2015,bple,Barnstaple A39,v25,1.933333,ugm-3 (TEOM FDMS)
1431,20/08/2015,21/08/2015,bple,Barnstaple A39,v25,1.745833,ugm-3 (TEOM FDMS)
1432,21/08/2015,22/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1433,22/08/2015,23/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1434,23/08/2015,24/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1435,24/08/2015,25/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1436,25/08/2015,26/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1437,26/08/2015,27/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1438,27/08/2015,28/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1439,28/08/2015,29/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1440,29/08/2015,30/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1441,30/08/2015,31/08/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1442,31/08/2015,01/09/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1443,01/09/2015,02/09/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1444,02/09/2015,03/09/2015,bple,Barnstaple A39,v25,NA,ugm-3 (TEOM FDMS)
1445,03/09/2015,04/09/2015,bple,Barnstaple A39,v25,1.729167,ugm-3 (TEOM FDMS)
1446,04/09/2015,05/09/2015,bple,Barnstaple A39,v25,0.483333,ugm-3 (TEOM FDMS)
1447,05/09/2015,06/09/2015,bple,Barnstaple A39,v25,0.85,ugm-3 (TEOM FDMS)
1448,06/09/2015,07/09/2015,bple,Barnstaple A39,v25,1.395833,ugm-3 (TEOM FDMS)
1449,07/09/2015,08/09/2015,bple,Barnstaple A39,v25,1.6125,ugm-3 (TEOM FDMS)
1450,08/09/2015,09/09/2015,bple,Barnstaple A39,v25,2.954167,ugm-3 (TEOM FDMS)
1451,09/09/2015,10/09/2015,bple,Barnstaple A39,v25,2.1125,ugm-3 (TEOM FDMS)
1452,10/09/2015,11/09/2015,bple,Barnstaple A39,v25,3.808333,ugm-3 (TEOM FDMS)
1453,11/09/2015,12/09/2015,bple,Barnstaple A39,v25,3.220833,ugm-3 (TEOM FDMS)
1454,12/09/2015,13/09/2015,bple,Barnstaple A39,v25,1.508333,ugm-3 (TEOM FDMS)
1455,13/09/2015,14/09/2015,bple,Barnstaple A39,v25,2.3125,ugm-3 (TEOM FDMS)
1456,14/09/2015,15/09/2015,bple,Barnstaple A39,v25,1.721739,ugm-3 (TEOM FDMS)
1457,15/09/2015,16/09/2015,bple,Barnstaple A39,v25,0.804348,ugm-3 (TEOM FDMS)
1458,16/09/2015,17/09/2015,bple,Barnstaple A39,v25,1.6625,ugm-3 (TEOM FDMS)
1459,17/09/2015,18/09/2015,bple,Barnstaple A39,v25,0.45,ugm-3 (TEOM FDMS)
1460,18/09/2015,19/09/2015,bple,Barnstaple A39,v25,0.3625,ugm-3 (TEOM FDMS)
1461,19/09/2015,20/09/2015,bple,Barnstaple A39,v25,1.508333,ugm-3 (TEOM FDMS)
1462,20/09/2015,21/09/2015,bple,Barnstaple A39,v25,2.866667,ugm-3 (TEOM FDMS)
1463,21/09/2015,22/09/2015,bple,Barnstaple A39,v25,2.454167,ugm-3 (TEOM FDMS)
1464,22/09/2015,23/09/2015,bple,Barnstaple A39,v25,1,ugm-3 (TEOM FDMS)
1465,23/09/2015,24/09/2015,bple,Barnstaple A39,v25,1.06087,ugm-3 (TEOM FDMS)
1466,24/09/2015,25/09/2015,bple,Barnstaple A39,v25,0.5875,ugm-3 (TEOM FDMS)
1467,25/09/2015,26/09/2015,bple,Barnstaple A39,v25,0.858333,ugm-3 (TEOM FDMS)
1468,26/09/2015,27/09/2015,bple,Barnstaple A39,v25,1.579167,ugm-3 (TEOM FDMS)
1469,27/09/2015,28/09/2015,bple,Barnstaple A39,v25,1.5875,ugm-3 (TEOM FDMS)
1470,28/09/2015,29/09/2015,bple,Barnstaple A39,v25,2.158333,ugm-3 (TEOM FDMS)
1471,29/09/2015,30/09/2015,bple,Barnstaple A39,v25,3.141667,ugm-3 (TEOM FDMS)
1472,30/09/2015,01/10/2015,bple,Barnstaple A39,v25,3.9,ugm-3 (TEOM FDMS)
