,date,date_end,site,site_name,variable,value,unit_name
7140,25/08/2015,26/08/2015,man3,Manchester Piccadilly,v25,1.241667,ugm-3 (TEOM FDMS)
7141,26/08/2015,27/08/2015,man3,Manchester Piccadilly,v25,0.934783,ugm-3 (TEOM FDMS)
7142,27/08/2015,28/08/2015,man3,Manchester Piccadilly,v25,0.3,ugm-3 (TEOM FDMS)
7143,28/08/2015,29/08/2015,man3,Manchester Piccadilly,v25,0.395833,ugm-3 (TEOM FDMS)
7144,29/08/2015,30/08/2015,man3,Manchester Piccadilly,v25,0.8,ugm-3 (TEOM FDMS)
7145,30/08/2015,31/08/2015,man3,Manchester Piccadilly,v25,1.7375,ugm-3 (TEOM FDMS)
7146,31/08/2015,01/09/2015,man3,Manchester Piccadilly,v25,1.575,ugm-3 (TEOM FDMS)
7147,01/09/2015,02/09/2015,man3,Manchester Piccadilly,v25,0.8875,ugm-3 (TEOM FDMS)
7148,02/09/2015,03/09/2015,man3,Manchester Piccadilly,v25,2.191667,ugm-3 (TEOM FDMS)
7149,03/09/2015,04/09/2015,man3,Manchester Piccadilly,v25,0.954167,ugm-3 (TEOM FDMS)
7150,04/09/2015,05/09/2015,man3,Manchester Piccadilly,v25,0.283333,ugm-3 (TEOM FDMS)
7151,05/09/2015,06/09/2015,man3,Manchester Piccadilly,v25,-0.083333,ugm-3 (TEOM FDMS)
7152,06/09/2015,07/09/2015,man3,Manchester Piccadilly,v25,0.883333,ugm-3 (TEOM FDMS)
7153,07/09/2015,08/09/2015,man3,Manchester Piccadilly,v25,1.079167,ugm-3 (TEOM FDMS)
7154,08/09/2015,09/09/2015,man3,Manchester Piccadilly,v25,3.045833,ugm-3 (TEOM FDMS)
7155,09/09/2015,10/09/2015,man3,Manchester Piccadilly,v25,1.833333,ugm-3 (TEOM FDMS)
7156,10/09/2015,11/09/2015,man3,Manchester Piccadilly,v25,2.6375,ugm-3 (TEOM FDMS)
7157,11/09/2015,12/09/2015,man3,Manchester Piccadilly,v25,3.216667,ugm-3 (TEOM FDMS)
7158,12/09/2015,13/09/2015,man3,Manchester Piccadilly,v25,2.85,ugm-3 (TEOM FDMS)
7159,13/09/2015,14/09/2015,man3,Manchester Piccadilly,v25,1.466667,ugm-3 (TEOM FDMS)
7160,14/09/2015,15/09/2015,man3,Manchester Piccadilly,v25,2.733333,ugm-3 (TEOM FDMS)
7161,15/09/2015,16/09/2015,man3,Manchester Piccadilly,v25,0.670833,ugm-3 (TEOM FDMS)
7162,16/09/2015,17/09/2015,man3,Manchester Piccadilly,v25,1.395833,ugm-3 (TEOM FDMS)
7163,17/09/2015,18/09/2015,man3,Manchester Piccadilly,v25,0.833333,ugm-3 (TEOM FDMS)
7164,18/09/2015,19/09/2015,man3,Manchester Piccadilly,v25,0.954167,ugm-3 (TEOM FDMS)
7165,19/09/2015,20/09/2015,man3,Manchester Piccadilly,v25,3.0625,ugm-3 (TEOM FDMS)
7166,20/09/2015,21/09/2015,man3,Manchester Piccadilly,v25,3.941667,ugm-3 (TEOM FDMS)
7167,21/09/2015,22/09/2015,man3,Manchester Piccadilly,v25,2.25,ugm-3 (TEOM FDMS)
7168,22/09/2015,23/09/2015,man3,Manchester Piccadilly,v25,0.625,ugm-3 (TEOM FDMS)
7169,23/09/2015,24/09/2015,man3,Manchester Piccadilly,v25,0.641667,ugm-3 (TEOM FDMS)
7170,24/09/2015,25/09/2015,man3,Manchester Piccadilly,v25,0.091667,ugm-3 (TEOM FDMS)
7171,25/09/2015,26/09/2015,man3,Manchester Piccadilly,v25,-0.075,ugm-3 (TEOM FDMS)
7172,26/09/2015,27/09/2015,man3,Manchester Piccadilly,v25,1.058333,ugm-3 (TEOM FDMS)
7173,27/09/2015,28/09/2015,man3,Manchester Piccadilly,v25,1.1125,ugm-3 (TEOM FDMS)
7174,28/09/2015,29/09/2015,man3,Manchester Piccadilly,v25,1.395833,ugm-3 (TEOM FDMS)
7175,29/09/2015,30/09/2015,man3,Manchester Piccadilly,v25,2.545833,ugm-3 (TEOM FDMS)
7176,30/09/2015,01/10/2015,man3,Manchester Piccadilly,v25,NA,ugm-3 (TEOM FDMS)
7177,01/07/2015,02/07/2015,mid,Middlesbrough,v25,4.7625,ugm-3 (TEOM FDMS)
7178,02/07/2015,03/07/2015,mid,Middlesbrough,v25,3.020833,ugm-3 (TEOM FDMS)
7179,03/07/2015,04/07/2015,mid,Middlesbrough,v25,2.229167,ugm-3 (TEOM FDMS)
7180,04/07/2015,05/07/2015,mid,Middlesbrough,v25,3.254167,ugm-3 (TEOM FDMS)
7181,05/07/2015,06/07/2015,mid,Middlesbrough,v25,2.75,ugm-3 (TEOM FDMS)
7182,06/07/2015,07/07/2015,mid,Middlesbrough,v25,2.508333,ugm-3 (TEOM FDMS)
7183,07/07/2015,08/07/2015,mid,Middlesbrough,v25,3.2375,ugm-3 (TEOM FDMS)
7184,08/07/2015,09/07/2015,mid,Middlesbrough,v25,0.7,ugm-3 (TEOM FDMS)
7185,09/07/2015,10/07/2015,mid,Middlesbrough,v25,1.775,ugm-3 (TEOM FDMS)
7186,10/07/2015,11/07/2015,mid,Middlesbrough,v25,2.316667,ugm-3 (TEOM FDMS)
7187,11/07/2015,12/07/2015,mid,Middlesbrough,v25,2.354167,ugm-3 (TEOM FDMS)
7188,12/07/2015,13/07/2015,mid,Middlesbrough,v25,1.670833,ugm-3 (TEOM FDMS)
7189,13/07/2015,14/07/2015,mid,Middlesbrough,v25,2.291667,ugm-3 (TEOM FDMS)
7190,14/07/2015,15/07/2015,mid,Middlesbrough,v25,3.470833,ugm-3 (TEOM FDMS)
7191,15/07/2015,16/07/2015,mid,Middlesbrough,v25,2.404167,ugm-3 (TEOM FDMS)
7192,16/07/2015,17/07/2015,mid,Middlesbrough,v25,3.179167,ugm-3 (TEOM FDMS)
7193,17/07/2015,18/07/2015,mid,Middlesbrough,v25,3.441667,ugm-3 (TEOM FDMS)
7194,18/07/2015,19/07/2015,mid,Middlesbrough,v25,1.65,ugm-3 (TEOM FDMS)
7195,19/07/2015,20/07/2015,mid,Middlesbrough,v25,1.866667,ugm-3 (TEOM FDMS)
7196,20/07/2015,21/07/2015,mid,Middlesbrough,v25,2.266667,ugm-3 (TEOM FDMS)
7197,21/07/2015,22/07/2015,mid,Middlesbrough,v25,2.441667,ugm-3 (TEOM FDMS)
7198,22/07/2015,23/07/2015,mid,Middlesbrough,v25,1.504167,ugm-3 (TEOM FDMS)
7199,23/07/2015,24/07/2015,mid,Middlesbrough,v25,1.954167,ugm-3 (TEOM FDMS)
7200,24/07/2015,25/07/2015,mid,Middlesbrough,v25,2.05,ugm-3 (TEOM FDMS)
7201,25/07/2015,26/07/2015,mid,Middlesbrough,v25,1.5,ugm-3 (TEOM FDMS)
7202,26/07/2015,27/07/2015,mid,Middlesbrough,v25,3.054167,ugm-3 (TEOM FDMS)
7203,27/07/2015,28/07/2015,mid,Middlesbrough,v25,1.979167,ugm-3 (TEOM FDMS)
7204,28/07/2015,29/07/2015,mid,Middlesbrough,v25,1.679167,ugm-3 (TEOM FDMS)
7205,29/07/2015,30/07/2015,mid,Middlesbrough,v25,1.945833,ugm-3 (TEOM FDMS)
7206,30/07/2015,31/07/2015,mid,Middlesbrough,v25,1.725,ugm-3 (TEOM FDMS)
7207,31/07/2015,01/08/2015,mid,Middlesbrough,v25,2.3375,ugm-3 (TEOM FDMS)
7208,01/08/2015,02/08/2015,mid,Middlesbrough,v25,2.041667,ugm-3 (TEOM FDMS)
7209,02/08/2015,03/08/2015,mid,Middlesbrough,v25,2.175,ugm-3 (TEOM FDMS)
7210,03/08/2015,04/08/2015,mid,Middlesbrough,v25,2.458333,ugm-3 (TEOM FDMS)
7211,04/08/2015,05/08/2015,mid,Middlesbrough,v25,NA,ugm-3 (TEOM FDMS)
7212,05/08/2015,06/08/2015,mid,Middlesbrough,v25,NA,ugm-3 (TEOM FDMS)
7213,06/08/2015,07/08/2015,mid,Middlesbrough,v25,NA,ugm-3 (TEOM FDMS)
7214,07/08/2015,08/08/2015,mid,Middlesbrough,v25,NA,ugm-3 (TEOM FDMS)
7215,08/08/2015,09/08/2015,mid,Middlesbrough,v25,NA,ugm-3 (TEOM FDMS)
7216,09/08/2015,10/08/2015,mid,Middlesbrough,v25,NA,ugm-3 (TEOM FDMS)
7217,10/08/2015,11/08/2015,mid,Middlesbrough,v25,NA,ugm-3 (TEOM FDMS)
7218,11/08/2015,12/08/2015,mid,Middlesbrough,v25,1.579167,ugm-3 (TEOM FDMS)
7219,12/08/2015,13/08/2015,mid,Middlesbrough,v25,3.179167,ugm-3 (TEOM FDMS)
7220,13/08/2015,14/08/2015,mid,Middlesbrough,v25,3.445833,ugm-3 (TEOM FDMS)
7221,14/08/2015,15/08/2015,mid,Middlesbrough,v25,3,ugm-3 (TEOM FDMS)
7222,15/08/2015,16/08/2015,mid,Middlesbrough,v25,1.829167,ugm-3 (TEOM FDMS)
7223,16/08/2015,17/08/2015,mid,Middlesbrough,v25,1.6625,ugm-3 (TEOM FDMS)
7224,17/08/2015,18/08/2015,mid,Middlesbrough,v25,3.25,ugm-3 (TEOM FDMS)
7225,18/08/2015,19/08/2015,mid,Middlesbrough,v25,2.854167,ugm-3 (TEOM FDMS)
7226,19/08/2015,20/08/2015,mid,Middlesbrough,v25,2.520833,ugm-3 (TEOM FDMS)
7227,20/08/2015,21/08/2015,mid,Middlesbrough,v25,2.458333,ugm-3 (TEOM FDMS)
7228,21/08/2015,22/08/2015,mid,Middlesbrough,v25,1.941667,ugm-3 (TEOM FDMS)
7229,22/08/2015,23/08/2015,mid,Middlesbrough,v25,5.720833,ugm-3 (TEOM FDMS)
7230,23/08/2015,24/08/2015,mid,Middlesbrough,v25,4.575,ugm-3 (TEOM FDMS)
7231,24/08/2015,25/08/2015,mid,Middlesbrough,v25,4,ugm-3 (TEOM FDMS)
7232,25/08/2015,26/08/2015,mid,Middlesbrough,v25,2.229167,ugm-3 (TEOM FDMS)
7233,26/08/2015,27/08/2015,mid,Middlesbrough,v25,2.229167,ugm-3 (TEOM FDMS)
7234,27/08/2015,28/08/2015,mid,Middlesbrough,v25,0.9375,ugm-3 (TEOM FDMS)
7235,28/08/2015,29/08/2015,mid,Middlesbrough,v25,1.491667,ugm-3 (TEOM FDMS)
7236,29/08/2015,30/08/2015,mid,Middlesbrough,v25,1.520833,ugm-3 (TEOM FDMS)
7237,30/08/2015,31/08/2015,mid,Middlesbrough,v25,1.833333,ugm-3 (TEOM FDMS)
7238,31/08/2015,01/09/2015,mid,Middlesbrough,v25,2.641667,ugm-3 (TEOM FDMS)
7239,01/09/2015,02/09/2015,mid,Middlesbrough,v25,2.270833,ugm-3 (TEOM FDMS)
7240,02/09/2015,03/09/2015,mid,Middlesbrough,v25,2.758333,ugm-3 (TEOM FDMS)
7241,03/09/2015,04/09/2015,mid,Middlesbrough,v25,1.808333,ugm-3 (TEOM FDMS)
7242,04/09/2015,05/09/2015,mid,Middlesbrough,v25,1.55,ugm-3 (TEOM FDMS)
7243,05/09/2015,06/09/2015,mid,Middlesbrough,v25,1.345833,ugm-3 (TEOM FDMS)
7244,06/09/2015,07/09/2015,mid,Middlesbrough,v25,2.15,ugm-3 (TEOM FDMS)
7245,07/09/2015,08/09/2015,mid,Middlesbrough,v25,2.679167,ugm-3 (TEOM FDMS)
7246,08/09/2015,09/09/2015,mid,Middlesbrough,v25,3.604167,ugm-3 (TEOM FDMS)
7247,09/09/2015,10/09/2015,mid,Middlesbrough,v25,2.85,ugm-3 (TEOM FDMS)
7248,10/09/2015,11/09/2015,mid,Middlesbrough,v25,3.558333,ugm-3 (TEOM FDMS)
7249,11/09/2015,12/09/2015,mid,Middlesbrough,v25,4.320833,ugm-3 (TEOM FDMS)
7250,12/09/2015,13/09/2015,mid,Middlesbrough,v25,3.816667,ugm-3 (TEOM FDMS)
7251,13/09/2015,14/09/2015,mid,Middlesbrough,v25,2.875,ugm-3 (TEOM FDMS)
7252,14/09/2015,15/09/2015,mid,Middlesbrough,v25,4.804167,ugm-3 (TEOM FDMS)
7253,15/09/2015,16/09/2015,mid,Middlesbrough,v25,2.429167,ugm-3 (TEOM FDMS)
7254,16/09/2015,17/09/2015,mid,Middlesbrough,v25,3.070833,ugm-3 (TEOM FDMS)
7255,17/09/2015,18/09/2015,mid,Middlesbrough,v25,1.779167,ugm-3 (TEOM FDMS)
7256,18/09/2015,19/09/2015,mid,Middlesbrough,v25,2.058333,ugm-3 (TEOM FDMS)
7257,19/09/2015,20/09/2015,mid,Middlesbrough,v25,2.545833,ugm-3 (TEOM FDMS)
7258,20/09/2015,21/09/2015,mid,Middlesbrough,v25,4.333333,ugm-3 (TEOM FDMS)
7259,21/09/2015,22/09/2015,mid,Middlesbrough,v25,4.295833,ugm-3 (TEOM FDMS)
7260,22/09/2015,23/09/2015,mid,Middlesbrough,v25,1.845833,ugm-3 (TEOM FDMS)
7261,23/09/2015,24/09/2015,mid,Middlesbrough,v25,1.558333,ugm-3 (TEOM FDMS)
7262,24/09/2015,25/09/2015,mid,Middlesbrough,v25,1.179167,ugm-3 (TEOM FDMS)
7263,25/09/2015,26/09/2015,mid,Middlesbrough,v25,1.15,ugm-3 (TEOM FDMS)
7264,26/09/2015,27/09/2015,mid,Middlesbrough,v25,2.516667,ugm-3 (TEOM FDMS)
7265,27/09/2015,28/09/2015,mid,Middlesbrough,v25,3.716667,ugm-3 (TEOM FDMS)
7266,28/09/2015,29/09/2015,mid,Middlesbrough,v25,4.754167,ugm-3 (TEOM FDMS)
7267,29/09/2015,30/09/2015,mid,Middlesbrough,v25,4.429167,ugm-3 (TEOM FDMS)
7268,30/09/2015,01/10/2015,mid,Middlesbrough,v25,3.579167,ugm-3 (TEOM FDMS)
7269,01/07/2015,02/07/2015,mid,Middlesbrough,v10,4.466667,ugm-3 (TEOM FDMS)
7270,02/07/2015,03/07/2015,mid,Middlesbrough,v10,3.404167,ugm-3 (TEOM FDMS)
7271,03/07/2015,04/07/2015,mid,Middlesbrough,v10,2.7625,ugm-3 (TEOM FDMS)
7272,04/07/2015,05/07/2015,mid,Middlesbrough,v10,3.879167,ugm-3 (TEOM FDMS)
7273,05/07/2015,06/07/2015,mid,Middlesbrough,v10,3.370833,ugm-3 (TEOM FDMS)
7274,06/07/2015,07/07/2015,mid,Middlesbrough,v10,2.95,ugm-3 (TEOM FDMS)
7275,07/07/2015,08/07/2015,mid,Middlesbrough,v10,3.96087,ugm-3 (TEOM FDMS)
7276,08/07/2015,09/07/2015,mid,Middlesbrough,v10,1.433333,ugm-3 (TEOM FDMS)
7277,09/07/2015,10/07/2015,mid,Middlesbrough,v10,2.341667,ugm-3 (TEOM FDMS)
7278,10/07/2015,11/07/2015,mid,Middlesbrough,v10,2.85,ugm-3 (TEOM FDMS)
7279,11/07/2015,12/07/2015,mid,Middlesbrough,v10,3.108333,ugm-3 (TEOM FDMS)
7280,12/07/2015,13/07/2015,mid,Middlesbrough,v10,2.3375,ugm-3 (TEOM FDMS)
7281,13/07/2015,14/07/2015,mid,Middlesbrough,v10,2.95,ugm-3 (TEOM FDMS)
7282,14/07/2015,15/07/2015,mid,Middlesbrough,v10,4.316667,ugm-3 (TEOM FDMS)
7283,15/07/2015,16/07/2015,mid,Middlesbrough,v10,3.4,ugm-3 (TEOM FDMS)
7284,16/07/2015,17/07/2015,mid,Middlesbrough,v10,3.691667,ugm-3 (TEOM FDMS)
7285,17/07/2015,18/07/2015,mid,Middlesbrough,v10,3.708333,ugm-3 (TEOM FDMS)
7286,18/07/2015,19/07/2015,mid,Middlesbrough,v10,2.033333,ugm-3 (TEOM FDMS)
7287,19/07/2015,20/07/2015,mid,Middlesbrough,v10,2.395833,ugm-3 (TEOM FDMS)
7288,20/07/2015,21/07/2015,mid,Middlesbrough,v10,3.004167,ugm-3 (TEOM FDMS)
7289,21/07/2015,22/07/2015,mid,Middlesbrough,v10,2.709524,ugm-3 (TEOM FDMS)
7290,22/07/2015,23/07/2015,mid,Middlesbrough,v10,2.5,ugm-3 (TEOM FDMS)
7291,23/07/2015,24/07/2015,mid,Middlesbrough,v10,2.379167,ugm-3 (TEOM FDMS)
7292,24/07/2015,25/07/2015,mid,Middlesbrough,v10,2.6125,ugm-3 (TEOM FDMS)
7293,25/07/2015,26/07/2015,mid,Middlesbrough,v10,2.195833,ugm-3 (TEOM FDMS)
7294,26/07/2015,27/07/2015,mid,Middlesbrough,v10,3.891667,ugm-3 (TEOM FDMS)
7295,27/07/2015,28/07/2015,mid,Middlesbrough,v10,2.804167,ugm-3 (TEOM FDMS)
7296,28/07/2015,29/07/2015,mid,Middlesbrough,v10,2.425,ugm-3 (TEOM FDMS)
7297,29/07/2015,30/07/2015,mid,Middlesbrough,v10,1.833333,ugm-3 (TEOM FDMS)
7298,30/07/2015,31/07/2015,mid,Middlesbrough,v10,2.566667,ugm-3 (TEOM FDMS)
7299,31/07/2015,01/08/2015,mid,Middlesbrough,v10,2.9375,ugm-3 (TEOM FDMS)
7300,01/08/2015,02/08/2015,mid,Middlesbrough,v10,1.925,ugm-3 (TEOM FDMS)
7301,02/08/2015,03/08/2015,mid,Middlesbrough,v10,3.2625,ugm-3 (TEOM FDMS)
7302,03/08/2015,04/08/2015,mid,Middlesbrough,v10,3.570833,ugm-3 (TEOM FDMS)
7303,04/08/2015,05/08/2015,mid,Middlesbrough,v10,NA,ugm-3 (TEOM FDMS)
7304,05/08/2015,06/08/2015,mid,Middlesbrough,v10,NA,ugm-3 (TEOM FDMS)
7305,06/08/2015,07/08/2015,mid,Middlesbrough,v10,NA,ugm-3 (TEOM FDMS)
7306,07/08/2015,08/08/2015,mid,Middlesbrough,v10,NA,ugm-3 (TEOM FDMS)
7307,08/08/2015,09/08/2015,mid,Middlesbrough,v10,2.904167,ugm-3 (TEOM FDMS)
7308,09/08/2015,10/08/2015,mid,Middlesbrough,v10,2.3375,ugm-3 (TEOM FDMS)
7309,10/08/2015,11/08/2015,mid,Middlesbrough,v10,2.208333,ugm-3 (TEOM FDMS)
7310,11/08/2015,12/08/2015,mid,Middlesbrough,v10,1.658333,ugm-3 (TEOM FDMS)
7311,12/08/2015,13/08/2015,mid,Middlesbrough,v10,2.795833,ugm-3 (TEOM FDMS)
7312,13/08/2015,14/08/2015,mid,Middlesbrough,v10,3.075,ugm-3 (TEOM FDMS)
7313,14/08/2015,15/08/2015,mid,Middlesbrough,v10,3.016667,ugm-3 (TEOM FDMS)
7314,15/08/2015,16/08/2015,mid,Middlesbrough,v10,1.816667,ugm-3 (TEOM FDMS)
7315,16/08/2015,17/08/2015,mid,Middlesbrough,v10,2.275,ugm-3 (TEOM FDMS)
7316,17/08/2015,18/08/2015,mid,Middlesbrough,v10,3.095833,ugm-3 (TEOM FDMS)
7317,18/08/2015,19/08/2015,mid,Middlesbrough,v10,3.175,ugm-3 (TEOM FDMS)
7318,19/08/2015,20/08/2015,mid,Middlesbrough,v10,2.266667,ugm-3 (TEOM FDMS)
7319,20/08/2015,21/08/2015,mid,Middlesbrough,v10,3.033333,ugm-3 (TEOM FDMS)
7320,21/08/2015,22/08/2015,mid,Middlesbrough,v10,2.270833,ugm-3 (TEOM FDMS)
7321,22/08/2015,23/08/2015,mid,Middlesbrough,v10,4.995833,ugm-3 (TEOM FDMS)
7322,23/08/2015,24/08/2015,mid,Middlesbrough,v10,4.866667,ugm-3 (TEOM FDMS)
7323,24/08/2015,25/08/2015,mid,Middlesbrough,v10,3.575,ugm-3 (TEOM FDMS)
7324,25/08/2015,26/08/2015,mid,Middlesbrough,v10,2.554167,ugm-3 (TEOM FDMS)
7325,26/08/2015,27/08/2015,mid,Middlesbrough,v10,2.541667,ugm-3 (TEOM FDMS)
7326,27/08/2015,28/08/2015,mid,Middlesbrough,v10,1.620833,ugm-3 (TEOM FDMS)
7327,28/08/2015,29/08/2015,mid,Middlesbrough,v10,1.570833,ugm-3 (TEOM FDMS)
7328,29/08/2015,30/08/2015,mid,Middlesbrough,v10,1.854167,ugm-3 (TEOM FDMS)
7329,30/08/2015,31/08/2015,mid,Middlesbrough,v10,2.204167,ugm-3 (TEOM FDMS)
7330,31/08/2015,01/09/2015,mid,Middlesbrough,v10,2.541667,ugm-3 (TEOM FDMS)
7331,01/09/2015,02/09/2015,mid,Middlesbrough,v10,2.383333,ugm-3 (TEOM FDMS)
7332,02/09/2015,03/09/2015,mid,Middlesbrough,v10,2.691667,ugm-3 (TEOM FDMS)
7333,03/09/2015,04/09/2015,mid,Middlesbrough,v10,2.241667,ugm-3 (TEOM FDMS)
7334,04/09/2015,05/09/2015,mid,Middlesbrough,v10,1.7125,ugm-3 (TEOM FDMS)
7335,05/09/2015,06/09/2015,mid,Middlesbrough,v10,1.6875,ugm-3 (TEOM FDMS)
7336,06/09/2015,07/09/2015,mid,Middlesbrough,v10,2.470833,ugm-3 (TEOM FDMS)
7337,07/09/2015,08/09/2015,mid,Middlesbrough,v10,2.825,ugm-3 (TEOM FDMS)
7338,08/09/2015,09/09/2015,mid,Middlesbrough,v10,3.570833,ugm-3 (TEOM FDMS)
7339,09/09/2015,10/09/2015,mid,Middlesbrough,v10,2.904167,ugm-3 (TEOM FDMS)
7340,10/09/2015,11/09/2015,mid,Middlesbrough,v10,3.708333,ugm-3 (TEOM FDMS)
7341,11/09/2015,12/09/2015,mid,Middlesbrough,v10,4.2625,ugm-3 (TEOM FDMS)
7342,12/09/2015,13/09/2015,mid,Middlesbrough,v10,4.620833,ugm-3 (TEOM FDMS)
7343,13/09/2015,14/09/2015,mid,Middlesbrough,v10,3.275,ugm-3 (TEOM FDMS)
7344,14/09/2015,15/09/2015,mid,Middlesbrough,v10,5.225,ugm-3 (TEOM FDMS)
7345,15/09/2015,16/09/2015,mid,Middlesbrough,v10,2.9,ugm-3 (TEOM FDMS)
7346,16/09/2015,17/09/2015,mid,Middlesbrough,v10,3.1875,ugm-3 (TEOM FDMS)
7347,17/09/2015,18/09/2015,mid,Middlesbrough,v10,1.954167,ugm-3 (TEOM FDMS)
7348,18/09/2015,19/09/2015,mid,Middlesbrough,v10,2.1875,ugm-3 (TEOM FDMS)
7349,19/09/2015,20/09/2015,mid,Middlesbrough,v10,3.108333,ugm-3 (TEOM FDMS)
7350,20/09/2015,21/09/2015,mid,Middlesbrough,v10,4.470833,ugm-3 (TEOM FDMS)
7351,21/09/2015,22/09/2015,mid,Middlesbrough,v10,4.3875,ugm-3 (TEOM FDMS)
7352,22/09/2015,23/09/2015,mid,Middlesbrough,v10,2.154167,ugm-3 (TEOM FDMS)
7353,23/09/2015,24/09/2015,mid,Middlesbrough,v10,2.2,ugm-3 (TEOM FDMS)
7354,24/09/2015,25/09/2015,mid,Middlesbrough,v10,1.958333,ugm-3 (TEOM FDMS)
7355,25/09/2015,26/09/2015,mid,Middlesbrough,v10,1.283333,ugm-3 (TEOM FDMS)
7356,26/09/2015,27/09/2015,mid,Middlesbrough,v10,2.595833,ugm-3 (TEOM FDMS)
7357,27/09/2015,28/09/2015,mid,Middlesbrough,v10,4.145833,ugm-3 (TEOM FDMS)
7358,28/09/2015,29/09/2015,mid,Middlesbrough,v10,5.2375,ugm-3 (TEOM FDMS)
7359,29/09/2015,30/09/2015,mid,Middlesbrough,v10,4.466667,ugm-3 (TEOM FDMS)
7360,30/09/2015,01/10/2015,mid,Middlesbrough,v10,4.454167,ugm-3 (TEOM FDMS)
7361,01/07/2015,02/07/2015,my1,London Marylebone Road,v25,2.145833,ugm-3 (TEOM FDMS)
7362,02/07/2015,03/07/2015,my1,London Marylebone Road,v25,1.066667,ugm-3 (TEOM FDMS)
7363,03/07/2015,04/07/2015,my1,London Marylebone Road,v25,2.025,ugm-3 (TEOM FDMS)
7364,04/07/2015,05/07/2015,my1,London Marylebone Road,v25,3.979167,ugm-3 (TEOM FDMS)
7365,05/07/2015,06/07/2015,my1,London Marylebone Road,v25,1.216667,ugm-3 (TEOM FDMS)
7366,06/07/2015,07/07/2015,my1,London Marylebone Road,v25,1.895833,ugm-3 (TEOM FDMS)
7367,07/07/2015,08/07/2015,my1,London Marylebone Road,v25,1.6375,ugm-3 (TEOM FDMS)
7368,08/07/2015,09/07/2015,my1,London Marylebone Road,v25,-0.004167,ugm-3 (TEOM FDMS)
7369,09/07/2015,10/07/2015,my1,London Marylebone Road,v25,-0.195833,ugm-3 (TEOM FDMS)
7370,10/07/2015,11/07/2015,my1,London Marylebone Road,v25,1.254167,ugm-3 (TEOM FDMS)
7371,11/07/2015,12/07/2015,my1,London Marylebone Road,v25,0.6375,ugm-3 (TEOM FDMS)
7372,12/07/2015,13/07/2015,my1,London Marylebone Road,v25,0.708333,ugm-3 (TEOM FDMS)
7373,13/07/2015,14/07/2015,my1,London Marylebone Road,v25,1.108333,ugm-3 (TEOM FDMS)
7374,14/07/2015,15/07/2015,my1,London Marylebone Road,v25,0.125,ugm-3 (TEOM FDMS)
7375,15/07/2015,16/07/2015,my1,London Marylebone Road,v25,1.154167,ugm-3 (TEOM FDMS)
7376,16/07/2015,17/07/2015,my1,London Marylebone Road,v25,2.483333,ugm-3 (TEOM FDMS)
7377,17/07/2015,18/07/2015,my1,London Marylebone Road,v25,1.041667,ugm-3 (TEOM FDMS)
7378,18/07/2015,19/07/2015,my1,London Marylebone Road,v25,0.965217,ugm-3 (TEOM FDMS)
7379,19/07/2015,20/07/2015,my1,London Marylebone Road,v25,0.895833,ugm-3 (TEOM FDMS)
7380,20/07/2015,21/07/2015,my1,London Marylebone Road,v25,1.1125,ugm-3 (TEOM FDMS)
7381,21/07/2015,22/07/2015,my1,London Marylebone Road,v25,0.552174,ugm-3 (TEOM FDMS)
7382,22/07/2015,23/07/2015,my1,London Marylebone Road,v25,0.854167,ugm-3 (TEOM FDMS)
7383,23/07/2015,24/07/2015,my1,London Marylebone Road,v25,NA,ugm-3 (TEOM FDMS)
7384,24/07/2015,25/07/2015,my1,London Marylebone Road,v25,NA,ugm-3 (TEOM FDMS)
7385,25/07/2015,26/07/2015,my1,London Marylebone Road,v25,NA,ugm-3 (TEOM FDMS)
7386,26/07/2015,27/07/2015,my1,London Marylebone Road,v25,NA,ugm-3 (TEOM FDMS)
7387,27/07/2015,28/07/2015,my1,London Marylebone Road,v25,NA,ugm-3 (TEOM FDMS)
7388,28/07/2015,29/07/2015,my1,London Marylebone Road,v25,0.3,ugm-3 (TEOM FDMS)
7389,29/07/2015,30/07/2015,my1,London Marylebone Road,v25,0.1625,ugm-3 (TEOM FDMS)
7390,30/07/2015,31/07/2015,my1,London Marylebone Road,v25,0.3375,ugm-3 (TEOM FDMS)
7391,31/07/2015,01/08/2015,my1,London Marylebone Road,v25,1.666667,ugm-3 (TEOM FDMS)
7392,01/08/2015,02/08/2015,my1,London Marylebone Road,v25,1.183333,ugm-3 (TEOM FDMS)
7393,02/08/2015,03/08/2015,my1,London Marylebone Road,v25,1.7875,ugm-3 (TEOM FDMS)
7394,03/08/2015,04/08/2015,my1,London Marylebone Road,v25,1.1,ugm-3 (TEOM FDMS)
7395,04/08/2015,05/08/2015,my1,London Marylebone Road,v25,0.55,ugm-3 (TEOM FDMS)
7396,05/08/2015,06/08/2015,my1,London Marylebone Road,v25,1.520833,ugm-3 (TEOM FDMS)
7397,06/08/2015,07/08/2015,my1,London Marylebone Road,v25,0.8125,ugm-3 (TEOM FDMS)
7398,07/08/2015,08/08/2015,my1,London Marylebone Road,v25,0.6375,ugm-3 (TEOM FDMS)
7399,08/08/2015,09/08/2015,my1,London Marylebone Road,v25,1.7375,ugm-3 (TEOM FDMS)
7400,09/08/2015,10/08/2015,my1,London Marylebone Road,v25,1.891667,ugm-3 (TEOM FDMS)
7401,10/08/2015,11/08/2015,my1,London Marylebone Road,v25,1.938095,ugm-3 (TEOM FDMS)
